Date,Series,EquityEUR,EquityIndexed,Drawdown
2021-08-27,Benchmark (VWCE.DE),121.11,121.1081,-0.000307
2021-08-30,Benchmark (VWCE.DE),121.59,121.5915,0
2021-08-31,Benchmark (VWCE.DE),121.65,121.6534,0
2021-09-01,Benchmark (VWCE.DE),121.7,121.703,0
2021-09-02,Benchmark (VWCE.DE),121.9,121.9013,0
2021-09-03,Benchmark (VWCE.DE),121.73,121.7278,-0.001423
2021-09-07,Benchmark (VWCE.DE),121.99,121.9881,0
2021-09-08,Benchmark (VWCE.DE),121.48,121.4799,-0.004166
2021-09-09,Benchmark (VWCE.DE),121.62,121.6163,-0.003048
2021-09-10,Benchmark (VWCE.DE),121.12,121.1205,-0.007112
2021-09-13,Benchmark (VWCE.DE),120.98,120.9841,-0.00823
2021-09-14,Benchmark (VWCE.DE),120.77,120.7734,-0.009957
2021-09-15,Benchmark (VWCE.DE),120.39,120.3892,-0.013107
2021-09-16,Benchmark (VWCE.DE),120.82,120.823,-0.009551
2021-09-17,Benchmark (VWCE.DE),120.44,120.4388,-0.012701
2021-09-20,Benchmark (VWCE.DE),118.26,118.2573,-0.030583
2021-09-21,Benchmark (VWCE.DE),119.2,119.1993,-0.022861
2021-09-22,Benchmark (VWCE.DE),119.93,119.9306,-0.016866
2021-09-23,Benchmark (VWCE.DE),120.9,120.8974,-0.008941
2021-09-24,Benchmark (VWCE.DE),120.53,120.5255,-0.011989
2021-09-27,Benchmark (VWCE.DE),120.82,120.823,-0.009551
2021-09-28,Benchmark (VWCE.DE),118.65,118.6539,-0.027332
2021-09-29,Benchmark (VWCE.DE),119.45,119.4472,-0.020829
2021-09-30,Benchmark (VWCE.DE),119.47,119.472,-0.020626
2021-10-01,Benchmark (VWCE.DE),118.68,118.6787,-0.027129
2021-10-04,Benchmark (VWCE.DE),117.19,117.1914,-0.039321
2021-10-05,Benchmark (VWCE.DE),119.25,119.2489,-0.022455
2021-10-06,Benchmark (VWCE.DE),118.31,118.3069,-0.030177
2021-10-07,Benchmark (VWCE.DE),120.96,120.9593,-0.008433
2021-10-08,Benchmark (VWCE.DE),120.46,120.4636,-0.012497
2021-10-11,Benchmark (VWCE.DE),120.8,120.7982,-0.009754
2021-10-12,Benchmark (VWCE.DE),120.03,120.0297,-0.016054
2021-10-13,Benchmark (VWCE.DE),119.73,119.7323,-0.018492
2021-10-14,Benchmark (VWCE.DE),121.54,121.5419,-0.003658
2021-10-15,Benchmark (VWCE.DE),122.53,122.5335,0
2021-10-18,Benchmark (VWCE.DE),122.5,122.4963,-0.000303
2021-10-19,Benchmark (VWCE.DE),123.14,123.1408,0
2021-10-20,Benchmark (VWCE.DE),123.54,123.5374,0
2021-10-21,Benchmark (VWCE.DE),123.17,123.1656,-0.00301
2021-10-22,Benchmark (VWCE.DE),123.38,123.3763,-0.001304
2021-10-25,Benchmark (VWCE.DE),124.17,124.1696,0
2021-10-26,Benchmark (VWCE.DE),124.94,124.938,0
2021-10-27,Benchmark (VWCE.DE),124.29,124.2935,-0.005159
2021-10-28,Benchmark (VWCE.DE),123.86,123.8597,-0.008631
2021-10-29,Benchmark (VWCE.DE),124.81,124.8141,-0.000992
2021-11-01,Benchmark (VWCE.DE),125.21,125.2107,0
2021-11-02,Benchmark (VWCE.DE),125.46,125.4586,0
2021-11-03,Benchmark (VWCE.DE),125.38,125.3842,-0.000593
2021-11-04,Benchmark (VWCE.DE),126.62,126.6237,0
2021-11-05,Benchmark (VWCE.DE),127.17,127.1691,0
2021-11-08,Benchmark (VWCE.DE),127,126.9955,-0.001365
2021-11-09,Benchmark (VWCE.DE),126.52,126.5245,-0.005068
2021-11-10,Benchmark (VWCE.DE),127.09,127.0947,-0.000585
2021-11-11,Benchmark (VWCE.DE),127.42,127.417,0
2021-11-12,Benchmark (VWCE.DE),128.19,128.1854,0
2021-11-15,Benchmark (VWCE.DE),128.71,128.706,0
2021-11-16,Benchmark (VWCE.DE),129.87,129.8711,0
2021-11-17,Benchmark (VWCE.DE),129.7,129.6976,-0.001336
2021-11-18,Benchmark (VWCE.DE),129,129.0035,-0.006681
2021-11-19,Benchmark (VWCE.DE),129.5,129.4993,-0.002863
2021-11-22,Benchmark (VWCE.DE),130.07,130.0694,0
2021-11-23,Benchmark (VWCE.DE),128.38,128.3837,-0.01296
2021-11-24,Benchmark (VWCE.DE),129.5,129.4993,-0.004383
2021-11-26,Benchmark (VWCE.DE),125.19,125.1859,-0.037545
2021-11-29,Benchmark (VWCE.DE),126.72,126.7229,-0.025729
2021-11-30,Benchmark (VWCE.DE),125.11,125.1116,-0.038117
2021-12-01,Benchmark (VWCE.DE),126.67,126.6733,-0.02611
2021-12-02,Benchmark (VWCE.DE),124.74,124.7397,-0.040976
2021-12-03,Benchmark (VWCE.DE),124.17,124.1696,-0.045359
2021-12-06,Benchmark (VWCE.DE),125.58,125.5825,-0.034496
2021-12-07,Benchmark (VWCE.DE),128.83,128.8299,-0.009529
2021-12-08,Benchmark (VWCE.DE),127.89,127.888,-0.016772
2021-12-09,Benchmark (VWCE.DE),128.21,128.2102,-0.014294
2021-12-10,Benchmark (VWCE.DE),127.57,127.5657,-0.019249
2021-12-13,Benchmark (VWCE.DE),127.24,127.2434,-0.021727
2021-12-14,Benchmark (VWCE.DE),126.13,126.1279,-0.030303
2021-12-15,Benchmark (VWCE.DE),126.08,126.0783,-0.030684
2021-12-16,Benchmark (VWCE.DE),127.81,127.8136,-0.017343
2021-12-17,Benchmark (VWCE.DE),126.87,126.8716,-0.024585
2021-12-20,Benchmark (VWCE.DE),124.02,124.0208,-0.046503
2021-12-21,Benchmark (VWCE.DE),126.25,126.2519,-0.02935
2021-12-22,Benchmark (VWCE.DE),127.32,127.3178,-0.021155
2021-12-23,Benchmark (VWCE.DE),128.68,128.6812,-0.010673
2021-12-27,Benchmark (VWCE.DE),129.4,129.4001,-0.005146
2021-12-28,Benchmark (VWCE.DE),130.07,130.0694,0
2021-12-29,Benchmark (VWCE.DE),129.3,129.3009,-0.005908
2021-12-30,Benchmark (VWCE.DE),129.8,129.7967,-0.002096
2021-12-31,Benchmark (VWCE.DE),129.8,129.7967,-0.002096
2022-01-03,Benchmark (VWCE.DE),129.9,129.8959,-0.001334
2022-01-04,Benchmark (VWCE.DE),130.49,130.4908,0
2022-01-05,Benchmark (VWCE.DE),130,129.995,-0.003799
2022-01-06,Benchmark (VWCE.DE),128.16,128.1606,-0.017857
2022-01-07,Benchmark (VWCE.DE),127.39,127.3922,-0.023746
2022-01-10,Benchmark (VWCE.DE),125.95,125.9544,-0.034764
2022-01-11,Benchmark (VWCE.DE),127.66,127.6648,-0.021657
2022-01-12,Benchmark (VWCE.DE),128.26,128.2598,-0.017097
2022-01-13,Benchmark (VWCE.DE),127.81,127.8136,-0.020517
2022-01-14,Benchmark (VWCE.DE),126.28,126.2766,-0.032295
2022-01-18,Benchmark (VWCE.DE),125.86,125.8552,-0.035524
2022-01-19,Benchmark (VWCE.DE),125.41,125.409,-0.038944
2022-01-20,Benchmark (VWCE.DE),126.6,126.5989,-0.029825
2022-01-21,Benchmark (VWCE.DE),123.72,123.7234,-0.051862
2022-01-24,Benchmark (VWCE.DE),118.89,118.8894,-0.088906
2022-01-25,Benchmark (VWCE.DE),120.08,120.0793,-0.079787
2022-01-26,Benchmark (VWCE.DE),122.29,122.2856,-0.06288
2022-01-27,Benchmark (VWCE.DE),123.1,123.1036,-0.056611
2022-01-28,Benchmark (VWCE.DE),121.73,121.7278,-0.067154
2022-01-31,Benchmark (VWCE.DE),123.87,123.8721,-0.050722
2022-02-01,Benchmark (VWCE.DE),124.86,124.8637,-0.043123
2022-02-02,Benchmark (VWCE.DE),125.04,125.0372,-0.041793
2022-02-03,Benchmark (VWCE.DE),122.95,122.9549,-0.057751
2022-02-04,Benchmark (VWCE.DE),121.73,121.7278,-0.067154
2022-02-07,Benchmark (VWCE.DE),122.36,122.3599,-0.06231
2022-02-08,Benchmark (VWCE.DE),122.93,122.9301,-0.057941
2022-02-09,Benchmark (VWCE.DE),124.69,124.6901,-0.044453
2022-02-10,Benchmark (VWCE.DE),124.07,124.0704,-0.049202
2022-02-11,Benchmark (VWCE.DE),123.33,123.3267,-0.054901
2022-02-14,Benchmark (VWCE.DE),122.1,122.0997,-0.064305
2022-02-15,Benchmark (VWCE.DE),123.18,123.178,-0.056041
2022-02-16,Benchmark (VWCE.DE),122.77,122.769,-0.059175
2022-02-17,Benchmark (VWCE.DE),122.25,122.2484,-0.063165
2022-02-18,Benchmark (VWCE.DE),120.88,120.885,-0.073613
2022-02-22,Benchmark (VWCE.DE),119.65,119.6455,-0.083112
2022-02-23,Benchmark (VWCE.DE),119.1,119.1001,-0.087291
2022-02-24,Benchmark (VWCE.DE),117.29,117.2905,-0.101159
2022-02-25,Benchmark (VWCE.DE),120.85,120.8478,-0.073898
2022-02-28,Benchmark (VWCE.DE),121.33,121.3312,-0.070194
2022-03-01,Benchmark (VWCE.DE),120.58,120.5751,-0.075988
2022-03-02,Benchmark (VWCE.DE),121.72,121.7154,-0.067249
2022-03-03,Benchmark (VWCE.DE),121.36,121.356,-0.070004
2022-03-04,Benchmark (VWCE.DE),120.09,120.0917,-0.079692
2022-03-07,Benchmark (VWCE.DE),119.42,119.4224,-0.084821
2022-03-08,Benchmark (VWCE.DE),117.09,117.0922,-0.102679
2022-03-09,Benchmark (VWCE.DE),118.75,118.7531,-0.089951
2022-03-10,Benchmark (VWCE.DE),117.66,117.6624,-0.098309
2022-03-11,Benchmark (VWCE.DE),118.84,118.8399,-0.089286
2022-03-14,Benchmark (VWCE.DE),117.33,117.3277,-0.100874
2022-03-15,Benchmark (VWCE.DE),118.39,118.3936,-0.092705
2022-03-16,Benchmark (VWCE.DE),121.11,121.1081,-0.071903
2022-03-17,Benchmark (VWCE.DE),121.43,121.4303,-0.069434
2022-03-18,Benchmark (VWCE.DE),123.4,123.4011,-0.054331
2022-03-21,Benchmark (VWCE.DE),123.75,123.7481,-0.051672
2022-03-22,Benchmark (VWCE.DE),125.41,125.409,-0.038944
2022-03-23,Benchmark (VWCE.DE),125.04,125.0372,-0.041793
2022-03-24,Benchmark (VWCE.DE),125.04,125.0372,-0.041793
2022-03-25,Benchmark (VWCE.DE),125.53,125.533,-0.037994
2022-03-28,Benchmark (VWCE.DE),125.83,125.8304,-0.035714
2022-03-29,Benchmark (VWCE.DE),126.77,126.7724,-0.028495
2022-03-30,Benchmark (VWCE.DE),126.3,126.3014,-0.032105
2022-03-31,Benchmark (VWCE.DE),126.1,126.1031,-0.033625
2022-04-01,Benchmark (VWCE.DE),125.76,125.7561,-0.036284
2022-04-04,Benchmark (VWCE.DE),127.42,127.417,-0.023556
2022-04-05,Benchmark (VWCE.DE),127.62,127.6153,-0.022036
2022-04-06,Benchmark (VWCE.DE),125.31,125.3099,-0.039704
2022-04-07,Benchmark (VWCE.DE),125.09,125.0868,-0.041413
2022-04-08,Benchmark (VWCE.DE),126.43,126.4254,-0.031155
2022-04-11,Benchmark (VWCE.DE),124.74,124.7397,-0.044073
2022-04-12,Benchmark (VWCE.DE),125.29,125.2851,-0.039894
2022-04-13,Benchmark (VWCE.DE),124.91,124.9132,-0.042743
2022-04-14,Benchmark (VWCE.DE),125.53,125.533,-0.037994
2022-04-18,Benchmark (VWCE.DE),125.53,125.533,-0.037994
2022-04-19,Benchmark (VWCE.DE),125.48,125.4834,-0.038374
2022-04-20,Benchmark (VWCE.DE),125.61,125.6073,-0.037424
2022-04-21,Benchmark (VWCE.DE),125.48,125.4834,-0.038374
2022-04-22,Benchmark (VWCE.DE),122.88,122.8805,-0.058321
2022-04-25,Benchmark (VWCE.DE),120.88,120.885,-0.073613
2022-04-26,Benchmark (VWCE.DE),120.58,120.5751,-0.075988
2022-04-27,Benchmark (VWCE.DE),121.9,121.9013,-0.065824
2022-04-28,Benchmark (VWCE.DE),122.56,122.5583,-0.06079
2022-04-29,Benchmark (VWCE.DE),123.23,123.2276,-0.055661
2022-05-02,Benchmark (VWCE.DE),120.66,120.6619,-0.075323
2022-05-03,Benchmark (VWCE.DE),122.21,122.2112,-0.06345
2022-05-04,Benchmark (VWCE.DE),120.7,120.6991,-0.075038
2022-05-05,Benchmark (VWCE.DE),120.92,120.9222,-0.073328
2022-05-06,Benchmark (VWCE.DE),119.08,119.0754,-0.087481
2022-05-09,Benchmark (VWCE.DE),116.11,116.113,-0.110182
2022-05-10,Benchmark (VWCE.DE),115.72,115.7164,-0.113222
2022-05-11,Benchmark (VWCE.DE),116.82,116.8195,-0.104768
2022-05-12,Benchmark (VWCE.DE),115.89,115.8899,-0.111892
2022-05-13,Benchmark (VWCE.DE),118.69,118.6911,-0.090426
2022-05-16,Benchmark (VWCE.DE),118.06,118.059,-0.09527
2022-05-17,Benchmark (VWCE.DE),118.83,118.8275,-0.089381
2022-05-18,Benchmark (VWCE.DE),117.15,117.1542,-0.102204
2022-05-19,Benchmark (VWCE.DE),115.21,115.2082,-0.117116
2022-05-20,Benchmark (VWCE.DE),115.02,115.0223,-0.118541
2022-05-23,Benchmark (VWCE.DE),116.24,116.237,-0.109233
2022-05-24,Benchmark (VWCE.DE),113.42,113.4234,-0.130794
2022-05-25,Benchmark (VWCE.DE),115.37,115.3694,-0.115881
2022-05-26,Benchmark (VWCE.DE),117.1,117.1046,-0.102584
2022-05-27,Benchmark (VWCE.DE),119.36,119.3604,-0.085296
2022-05-31,Benchmark (VWCE.DE),119.2,119.1993,-0.086531
2022-06-01,Benchmark (VWCE.DE),118.99,118.9886,-0.088146
2022-06-02,Benchmark (VWCE.DE),119.26,119.2613,-0.086056
2022-06-03,Benchmark (VWCE.DE),118.82,118.8151,-0.089476
2022-06-06,Benchmark (VWCE.DE),119.94,119.943,-0.080832
2022-06-07,Benchmark (VWCE.DE),119.45,119.4472,-0.084631
2022-06-08,Benchmark (VWCE.DE),119.76,119.7571,-0.082257
2022-06-09,Benchmark (VWCE.DE),118.73,118.7283,-0.090141
2022-06-10,Benchmark (VWCE.DE),115.41,115.4065,-0.115596
2022-06-13,Benchmark (VWCE.DE),112.73,112.7293,-0.136113
2022-06-14,Benchmark (VWCE.DE),112.12,112.122,-0.140767
2022-06-15,Benchmark (VWCE.DE),113.01,113.0144,-0.133929
2022-06-16,Benchmark (VWCE.DE),109.46,109.4571,-0.161189
2022-06-17,Benchmark (VWCE.DE),109.71,109.705,-0.159289
2022-06-21,Benchmark (VWCE.DE),111.49,111.4898,-0.145612
2022-06-22,Benchmark (VWCE.DE),111.07,111.0684,-0.148841
2022-06-23,Benchmark (VWCE.DE),111.13,111.1304,-0.148366
2022-06-24,Benchmark (VWCE.DE),113.83,113.8324,-0.12766
2022-06-27,Benchmark (VWCE.DE),114.17,114.1671,-0.125095
2022-06-28,Benchmark (VWCE.DE),114.17,114.1671,-0.125095
2022-06-29,Benchmark (VWCE.DE),113.37,113.3738,-0.131174
2022-06-30,Benchmark (VWCE.DE),112.11,112.1096,-0.140862
2022-07-01,Benchmark (VWCE.DE),112.75,112.7541,-0.135923
2022-07-05,Benchmark (VWCE.DE),112.85,112.8533,-0.135163
