Date,Year,Month,MonthName,YearMonth,Quarter,YearQuarter,Day,MonthYearSort
2024-08-12,2024,8,Aug,2024-08,Q3,2024-Q3,12,202408
2024-08-13,2024,8,Aug,2024-08,Q3,2024-Q3,13,202408
2024-08-14,2024,8,Aug,2024-08,Q3,2024-Q3,14,202408
2024-08-15,2024,8,Aug,2024-08,Q3,2024-Q3,15,202408
2024-08-16,2024,8,Aug,2024-08,Q3,2024-Q3,16,202408
2024-08-17,2024,8,Aug,2024-08,Q3,2024-Q3,17,202408
2024-08-18,2024,8,Aug,2024-08,Q3,2024-Q3,18,202408
2024-08-19,2024,8,Aug,2024-08,Q3,2024-Q3,19,202408
2024-08-20,2024,8,Aug,2024-08,Q3,2024-Q3,20,202408
2024-08-21,2024,8,Aug,2024-08,Q3,2024-Q3,21,202408
2024-08-22,2024,8,Aug,2024-08,Q3,2024-Q3,22,202408
2024-08-23,2024,8,Aug,2024-08,Q3,2024-Q3,23,202408
2024-08-24,2024,8,Aug,2024-08,Q3,2024-Q3,24,202408
2024-08-25,2024,8,Aug,2024-08,Q3,2024-Q3,25,202408
2024-08-26,2024,8,Aug,2024-08,Q3,2024-Q3,26,202408
2024-08-27,2024,8,Aug,2024-08,Q3,2024-Q3,27,202408
2024-08-28,2024,8,Aug,2024-08,Q3,2024-Q3,28,202408
2024-08-29,2024,8,Aug,2024-08,Q3,2024-Q3,29,202408
2024-08-30,2024,8,Aug,2024-08,Q3,2024-Q3,30,202408
2024-08-31,2024,8,Aug,2024-08,Q3,2024-Q3,31,202408
2024-09-01,2024,9,Sep,2024-09,Q3,2024-Q3,1,202409
2024-09-02,2024,9,Sep,2024-09,Q3,2024-Q3,2,202409
2024-09-03,2024,9,Sep,2024-09,Q3,2024-Q3,3,202409
2024-09-04,2024,9,Sep,2024-09,Q3,2024-Q3,4,202409
2024-09-05,2024,9,Sep,2024-09,Q3,2024-Q3,5,202409
2024-09-06,2024,9,Sep,2024-09,Q3,2024-Q3,6,202409
2024-09-07,2024,9,Sep,2024-09,Q3,2024-Q3,7,202409
2024-09-08,2024,9,Sep,2024-09,Q3,2024-Q3,8,202409
2024-09-09,2024,9,Sep,2024-09,Q3,2024-Q3,9,202409
2024-09-10,2024,9,Sep,2024-09,Q3,2024-Q3,10,202409
2024-09-11,2024,9,Sep,2024-09,Q3,2024-Q3,11,202409
2024-09-12,2024,9,Sep,2024-09,Q3,2024-Q3,12,202409
2024-09-13,2024,9,Sep,2024-09,Q3,2024-Q3,13,202409
2024-09-14,2024,9,Sep,2024-09,Q3,2024-Q3,14,202409
2024-09-15,2024,9,Sep,2024-09,Q3,2024-Q3,15,202409
2024-09-16,2024,9,Sep,2024-09,Q3,2024-Q3,16,202409
2024-09-17,2024,9,Sep,2024-09,Q3,2024-Q3,17,202409
2024-09-18,2024,9,Sep,2024-09,Q3,2024-Q3,18,202409
2024-09-19,2024,9,Sep,2024-09,Q3,2024-Q3,19,202409
2024-09-20,2024,9,Sep,2024-09,Q3,2024-Q3,20,202409
2024-09-21,2024,9,Sep,2024-09,Q3,2024-Q3,21,202409
2024-09-22,2024,9,Sep,2024-09,Q3,2024-Q3,22,202409
2024-09-23,2024,9,Sep,2024-09,Q3,2024-Q3,23,202409
2024-09-24,2024,9,Sep,2024-09,Q3,2024-Q3,24,202409
2024-09-25,2024,9,Sep,2024-09,Q3,2024-Q3,25,202409
2024-09-26,2024,9,Sep,2024-09,Q3,2024-Q3,26,202409
2024-09-27,2024,9,Sep,2024-09,Q3,2024-Q3,27,202409
2024-09-28,2024,9,Sep,2024-09,Q3,2024-Q3,28,202409
2024-09-29,2024,9,Sep,2024-09,Q3,2024-Q3,29,202409
2024-09-30,2024,9,Sep,2024-09,Q3,2024-Q3,30,202409
2024-10-01,2024,10,Oct,2024-10,Q4,2024-Q4,1,202410
2024-10-02,2024,10,Oct,2024-10,Q4,2024-Q4,2,202410
2024-10-03,2024,10,Oct,2024-10,Q4,2024-Q4,3,202410
2024-10-04,2024,10,Oct,2024-10,Q4,2024-Q4,4,202410
2024-10-05,2024,10,Oct,2024-10,Q4,2024-Q4,5,202410
2024-10-06,2024,10,Oct,2024-10,Q4,2024-Q4,6,202410
2024-10-07,2024,10,Oct,2024-10,Q4,2024-Q4,7,202410
2024-10-08,2024,10,Oct,2024-10,Q4,2024-Q4,8,202410
2024-10-09,2024,10,Oct,2024-10,Q4,2024-Q4,9,202410
2024-10-10,2024,10,Oct,2024-10,Q4,2024-Q4,10,202410
2024-10-11,2024,10,Oct,2024-10,Q4,2024-Q4,11,202410
2024-10-12,2024,10,Oct,2024-10,Q4,2024-Q4,12,202410
2024-10-13,2024,10,Oct,2024-10,Q4,2024-Q4,13,202410
2024-10-14,2024,10,Oct,2024-10,Q4,2024-Q4,14,202410
2024-10-15,2024,10,Oct,2024-10,Q4,2024-Q4,15,202410
2024-10-16,2024,10,Oct,2024-10,Q4,2024-Q4,16,202410
2024-10-17,2024,10,Oct,2024-10,Q4,2024-Q4,17,202410
2024-10-18,2024,10,Oct,2024-10,Q4,2024-Q4,18,202410
2024-10-19,2024,10,Oct,2024-10,Q4,2024-Q4,19,202410
2024-10-20,2024,10,Oct,2024-10,Q4,2024-Q4,20,202410
2024-10-21,2024,10,Oct,2024-10,Q4,2024-Q4,21,202410
2024-10-22,2024,10,Oct,2024-10,Q4,2024-Q4,22,202410
2024-10-23,2024,10,Oct,2024-10,Q4,2024-Q4,23,202410
2024-10-24,2024,10,Oct,2024-10,Q4,2024-Q4,24,202410
2024-10-25,2024,10,Oct,2024-10,Q4,2024-Q4,25,202410
2024-10-26,2024,10,Oct,2024-10,Q4,2024-Q4,26,202410
2024-10-27,2024,10,Oct,2024-10,Q4,2024-Q4,27,202410
2024-10-28,2024,10,Oct,2024-10,Q4,2024-Q4,28,202410
2024-10-29,2024,10,Oct,2024-10,Q4,2024-Q4,29,202410
2024-10-30,2024,10,Oct,2024-10,Q4,2024-Q4,30,202410
2024-10-31,2024,10,Oct,2024-10,Q4,2024-Q4,31,202410
2024-11-01,2024,11,Nov,2024-11,Q4,2024-Q4,1,202411
2024-11-02,2024,11,Nov,2024-11,Q4,2024-Q4,2,202411
2024-11-03,2024,11,Nov,2024-11,Q4,2024-Q4,3,202411
2024-11-04,2024,11,Nov,2024-11,Q4,2024-Q4,4,202411
2024-11-05,2024,11,Nov,2024-11,Q4,2024-Q4,5,202411
2024-11-06,2024,11,Nov,2024-11,Q4,2024-Q4,6,202411
2024-11-07,2024,11,Nov,2024-11,Q4,2024-Q4,7,202411
2024-11-08,2024,11,Nov,2024-11,Q4,2024-Q4,8,202411
2024-11-09,2024,11,Nov,2024-11,Q4,2024-Q4,9,202411
2024-11-10,2024,11,Nov,2024-11,Q4,2024-Q4,10,202411
2024-11-11,2024,11,Nov,2024-11,Q4,2024-Q4,11,202411
2024-11-12,2024,11,Nov,2024-11,Q4,2024-Q4,12,202411
2024-11-13,2024,11,Nov,2024-11,Q4,2024-Q4,13,202411
2024-11-14,2024,11,Nov,2024-11,Q4,2024-Q4,14,202411
2024-11-15,2024,11,Nov,2024-11,Q4,2024-Q4,15,202411
2024-11-16,2024,11,Nov,2024-11,Q4,2024-Q4,16,202411
2024-11-17,2024,11,Nov,2024-11,Q4,2024-Q4,17,202411
2024-11-18,2024,11,Nov,2024-11,Q4,2024-Q4,18,202411
2024-11-19,2024,11,Nov,2024-11,Q4,2024-Q4,19,202411
2024-11-20,2024,11,Nov,2024-11,Q4,2024-Q4,20,202411
2024-11-21,2024,11,Nov,2024-11,Q4,2024-Q4,21,202411
2024-11-22,2024,11,Nov,2024-11,Q4,2024-Q4,22,202411
2024-11-23,2024,11,Nov,2024-11,Q4,2024-Q4,23,202411
2024-11-24,2024,11,Nov,2024-11,Q4,2024-Q4,24,202411
2024-11-25,2024,11,Nov,2024-11,Q4,2024-Q4,25,202411
2024-11-26,2024,11,Nov,2024-11,Q4,2024-Q4,26,202411
2024-11-27,2024,11,Nov,2024-11,Q4,2024-Q4,27,202411
2024-11-28,2024,11,Nov,2024-11,Q4,2024-Q4,28,202411
2024-11-29,2024,11,Nov,2024-11,Q4,2024-Q4,29,202411
2024-11-30,2024,11,Nov,2024-11,Q4,2024-Q4,30,202411
2024-12-01,2024,12,Dec,2024-12,Q4,2024-Q4,1,202412
2024-12-02,2024,12,Dec,2024-12,Q4,2024-Q4,2,202412
2024-12-03,2024,12,Dec,2024-12,Q4,2024-Q4,3,202412
2024-12-04,2024,12,Dec,2024-12,Q4,2024-Q4,4,202412
2024-12-05,2024,12,Dec,2024-12,Q4,2024-Q4,5,202412
2024-12-06,2024,12,Dec,2024-12,Q4,2024-Q4,6,202412
2024-12-07,2024,12,Dec,2024-12,Q4,2024-Q4,7,202412
2024-12-08,2024,12,Dec,2024-12,Q4,2024-Q4,8,202412
2024-12-09,2024,12,Dec,2024-12,Q4,2024-Q4,9,202412
2024-12-10,2024,12,Dec,2024-12,Q4,2024-Q4,10,202412
2024-12-11,2024,12,Dec,2024-12,Q4,2024-Q4,11,202412
2024-12-12,2024,12,Dec,2024-12,Q4,2024-Q4,12,202412
2024-12-13,2024,12,Dec,2024-12,Q4,2024-Q4,13,202412
2024-12-14,2024,12,Dec,2024-12,Q4,2024-Q4,14,202412
2024-12-15,2024,12,Dec,2024-12,Q4,2024-Q4,15,202412
2024-12-16,2024,12,Dec,2024-12,Q4,2024-Q4,16,202412
2024-12-17,2024,12,Dec,2024-12,Q4,2024-Q4,17,202412
2024-12-18,2024,12,Dec,2024-12,Q4,2024-Q4,18,202412
2024-12-19,2024,12,Dec,2024-12,Q4,2024-Q4,19,202412
2024-12-20,2024,12,Dec,2024-12,Q4,2024-Q4,20,202412
2024-12-21,2024,12,Dec,2024-12,Q4,2024-Q4,21,202412
2024-12-22,2024,12,Dec,2024-12,Q4,2024-Q4,22,202412
2024-12-23,2024,12,Dec,2024-12,Q4,2024-Q4,23,202412
2024-12-24,2024,12,Dec,2024-12,Q4,2024-Q4,24,202412
2024-12-25,2024,12,Dec,2024-12,Q4,2024-Q4,25,202412
2024-12-26,2024,12,Dec,2024-12,Q4,2024-Q4,26,202412
2024-12-27,2024,12,Dec,2024-12,Q4,2024-Q4,27,202412
2024-12-28,2024,12,Dec,2024-12,Q4,2024-Q4,28,202412
2024-12-29,2024,12,Dec,2024-12,Q4,2024-Q4,29,202412
2024-12-30,2024,12,Dec,2024-12,Q4,2024-Q4,30,202412
2024-12-31,2024,12,Dec,2024-12,Q4,2024-Q4,31,202412
2025-01-01,2025,1,Jan,2025-01,Q1,2025-Q1,1,202501
2025-01-02,2025,1,Jan,2025-01,Q1,2025-Q1,2,202501
2025-01-03,2025,1,Jan,2025-01,Q1,2025-Q1,3,202501
2025-01-04,2025,1,Jan,2025-01,Q1,2025-Q1,4,202501
2025-01-05,2025,1,Jan,2025-01,Q1,2025-Q1,5,202501
2025-01-06,2025,1,Jan,2025-01,Q1,2025-Q1,6,202501
2025-01-07,2025,1,Jan,2025-01,Q1,2025-Q1,7,202501
2025-01-08,2025,1,Jan,2025-01,Q1,2025-Q1,8,202501
2025-01-09,2025,1,Jan,2025-01,Q1,2025-Q1,9,202501
2025-01-10,2025,1,Jan,2025-01,Q1,2025-Q1,10,202501
2025-01-11,2025,1,Jan,2025-01,Q1,2025-Q1,11,202501
2025-01-12,2025,1,Jan,2025-01,Q1,2025-Q1,12,202501
2025-01-13,2025,1,Jan,2025-01,Q1,2025-Q1,13,202501
2025-01-14,2025,1,Jan,2025-01,Q1,2025-Q1,14,202501
2025-01-15,2025,1,Jan,2025-01,Q1,2025-Q1,15,202501
2025-01-16,2025,1,Jan,2025-01,Q1,2025-Q1,16,202501
2025-01-17,2025,1,Jan,2025-01,Q1,2025-Q1,17,202501
2025-01-18,2025,1,Jan,2025-01,Q1,2025-Q1,18,202501
2025-01-19,2025,1,Jan,2025-01,Q1,2025-Q1,19,202501
2025-01-20,2025,1,Jan,2025-01,Q1,2025-Q1,20,202501
2025-01-21,2025,1,Jan,2025-01,Q1,2025-Q1,21,202501
2025-01-22,2025,1,Jan,2025-01,Q1,2025-Q1,22,202501
2025-01-23,2025,1,Jan,2025-01,Q1,2025-Q1,23,202501
2025-01-24,2025,1,Jan,2025-01,Q1,2025-Q1,24,202501
2025-01-25,2025,1,Jan,2025-01,Q1,2025-Q1,25,202501
2025-01-26,2025,1,Jan,2025-01,Q1,2025-Q1,26,202501
2025-01-27,2025,1,Jan,2025-01,Q1,2025-Q1,27,202501
2025-01-28,2025,1,Jan,2025-01,Q1,2025-Q1,28,202501
2025-01-29,2025,1,Jan,2025-01,Q1,2025-Q1,29,202501
2025-01-30,2025,1,Jan,2025-01,Q1,2025-Q1,30,202501
2025-01-31,2025,1,Jan,2025-01,Q1,2025-Q1,31,202501
2025-02-01,2025,2,Feb,2025-02,Q1,2025-Q1,1,202502
2025-02-02,2025,2,Feb,2025-02,Q1,2025-Q1,2,202502
2025-02-03,2025,2,Feb,2025-02,Q1,2025-Q1,3,202502
2025-02-04,2025,2,Feb,2025-02,Q1,2025-Q1,4,202502
2025-02-05,2025,2,Feb,2025-02,Q1,2025-Q1,5,202502
2025-02-06,2025,2,Feb,2025-02,Q1,2025-Q1,6,202502
2025-02-07,2025,2,Feb,2025-02,Q1,2025-Q1,7,202502
2025-02-08,2025,2,Feb,2025-02,Q1,2025-Q1,8,202502
2025-02-09,2025,2,Feb,2025-02,Q1,2025-Q1,9,202502
2025-02-10,2025,2,Feb,2025-02,Q1,2025-Q1,10,202502
2025-02-11,2025,2,Feb,2025-02,Q1,2025-Q1,11,202502
2025-02-12,2025,2,Feb,2025-02,Q1,2025-Q1,12,202502
2025-02-13,2025,2,Feb,2025-02,Q1,2025-Q1,13,202502
2025-02-14,2025,2,Feb,2025-02,Q1,2025-Q1,14,202502
2025-02-15,2025,2,Feb,2025-02,Q1,2025-Q1,15,202502
2025-02-16,2025,2,Feb,2025-02,Q1,2025-Q1,16,202502
2025-02-17,2025,2,Feb,2025-02,Q1,2025-Q1,17,202502
2025-02-18,2025,2,Feb,2025-02,Q1,2025-Q1,18,202502
2025-02-19,2025,2,Feb,2025-02,Q1,2025-Q1,19,202502
2025-02-20,2025,2,Feb,2025-02,Q1,2025-Q1,20,202502
2025-02-21,2025,2,Feb,2025-02,Q1,2025-Q1,21,202502
2025-02-22,2025,2,Feb,2025-02,Q1,2025-Q1,22,202502
2025-02-23,2025,2,Feb,2025-02,Q1,2025-Q1,23,202502
2025-02-24,2025,2,Feb,2025-02,Q1,2025-Q1,24,202502
2025-02-25,2025,2,Feb,2025-02,Q1,2025-Q1,25,202502
2025-02-26,2025,2,Feb,2025-02,Q1,2025-Q1,26,202502
2025-02-27,2025,2,Feb,2025-02,Q1,2025-Q1,27,202502
2025-02-28,2025,2,Feb,2025-02,Q1,2025-Q1,28,202502
2025-03-01,2025,3,Mar,2025-03,Q1,2025-Q1,1,202503
2025-03-02,2025,3,Mar,2025-03,Q1,2025-Q1,2,202503
2025-03-03,2025,3,Mar,2025-03,Q1,2025-Q1,3,202503
2025-03-04,2025,3,Mar,2025-03,Q1,2025-Q1,4,202503
2025-03-05,2025,3,Mar,2025-03,Q1,2025-Q1,5,202503
2025-03-06,2025,3,Mar,2025-03,Q1,2025-Q1,6,202503
2025-03-07,2025,3,Mar,2025-03,Q1,2025-Q1,7,202503
2025-03-08,2025,3,Mar,2025-03,Q1,2025-Q1,8,202503
2025-03-09,2025,3,Mar,2025-03,Q1,2025-Q1,9,202503
2025-03-10,2025,3,Mar,2025-03,Q1,2025-Q1,10,202503
2025-03-11,2025,3,Mar,2025-03,Q1,2025-Q1,11,202503
2025-03-12,2025,3,Mar,2025-03,Q1,2025-Q1,12,202503
2025-03-13,2025,3,Mar,2025-03,Q1,2025-Q1,13,202503
2025-03-14,2025,3,Mar,2025-03,Q1,2025-Q1,14,202503
2025-03-15,2025,3,Mar,2025-03,Q1,2025-Q1,15,202503
2025-03-16,2025,3,Mar,2025-03,Q1,2025-Q1,16,202503
2025-03-17,2025,3,Mar,2025-03,Q1,2025-Q1,17,202503
2025-03-18,2025,3,Mar,2025-03,Q1,2025-Q1,18,202503
2025-03-19,2025,3,Mar,2025-03,Q1,2025-Q1,19,202503
2025-03-20,2025,3,Mar,2025-03,Q1,2025-Q1,20,202503
2025-03-21,2025,3,Mar,2025-03,Q1,2025-Q1,21,202503
2025-03-22,2025,3,Mar,2025-03,Q1,2025-Q1,22,202503
2025-03-23,2025,3,Mar,2025-03,Q1,2025-Q1,23,202503
2025-03-24,2025,3,Mar,2025-03,Q1,2025-Q1,24,202503
2025-03-25,2025,3,Mar,2025-03,Q1,2025-Q1,25,202503
2025-03-26,2025,3,Mar,2025-03,Q1,2025-Q1,26,202503
2025-03-27,2025,3,Mar,2025-03,Q1,2025-Q1,27,202503
2025-03-28,2025,3,Mar,2025-03,Q1,2025-Q1,28,202503
2025-03-29,2025,3,Mar,2025-03,Q1,2025-Q1,29,202503
2025-03-30,2025,3,Mar,2025-03,Q1,2025-Q1,30,202503
2025-03-31,2025,3,Mar,2025-03,Q1,2025-Q1,31,202503
2025-04-01,2025,4,Apr,2025-04,Q2,2025-Q2,1,202504
2025-04-02,2025,4,Apr,2025-04,Q2,2025-Q2,2,202504
2025-04-03,2025,4,Apr,2025-04,Q2,2025-Q2,3,202504
2025-04-04,2025,4,Apr,2025-04,Q2,2025-Q2,4,202504
2025-04-05,2025,4,Apr,2025-04,Q2,2025-Q2,5,202504
2025-04-06,2025,4,Apr,2025-04,Q2,2025-Q2,6,202504
2025-04-07,2025,4,Apr,2025-04,Q2,2025-Q2,7,202504
2025-04-08,2025,4,Apr,2025-04,Q2,2025-Q2,8,202504
2025-04-09,2025,4,Apr,2025-04,Q2,2025-Q2,9,202504
2025-04-10,2025,4,Apr,2025-04,Q2,2025-Q2,10,202504
2025-04-11,2025,4,Apr,2025-04,Q2,2025-Q2,11,202504
2025-04-12,2025,4,Apr,2025-04,Q2,2025-Q2,12,202504
2025-04-13,2025,4,Apr,2025-04,Q2,2025-Q2,13,202504
2025-04-14,2025,4,Apr,2025-04,Q2,2025-Q2,14,202504
2025-04-15,2025,4,Apr,2025-04,Q2,2025-Q2,15,202504
2025-04-16,2025,4,Apr,2025-04,Q2,2025-Q2,16,202504
2025-04-17,2025,4,Apr,2025-04,Q2,2025-Q2,17,202504
2025-04-18,2025,4,Apr,2025-04,Q2,2025-Q2,18,202504
2025-04-19,2025,4,Apr,2025-04,Q2,2025-Q2,19,202504
2025-04-20,2025,4,Apr,2025-04,Q2,2025-Q2,20,202504
2025-04-21,2025,4,Apr,2025-04,Q2,2025-Q2,21,202504
2025-04-22,2025,4,Apr,2025-04,Q2,2025-Q2,22,202504
2025-04-23,2025,4,Apr,2025-04,Q2,2025-Q2,23,202504
2025-04-24,2025,4,Apr,2025-04,Q2,2025-Q2,24,202504
2025-04-25,2025,4,Apr,2025-04,Q2,2025-Q2,25,202504
2025-04-26,2025,4,Apr,2025-04,Q2,2025-Q2,26,202504
2025-04-27,2025,4,Apr,2025-04,Q2,2025-Q2,27,202504
2025-04-28,2025,4,Apr,2025-04,Q2,2025-Q2,28,202504
2025-04-29,2025,4,Apr,2025-04,Q2,2025-Q2,29,202504
2025-04-30,2025,4,Apr,2025-04,Q2,2025-Q2,30,202504
2025-05-01,2025,5,May,2025-05,Q2,2025-Q2,1,202505
2025-05-02,2025,5,May,2025-05,Q2,2025-Q2,2,202505
2025-05-03,2025,5,May,2025-05,Q2,2025-Q2,3,202505
2025-05-04,2025,5,May,2025-05,Q2,2025-Q2,4,202505
2025-05-05,2025,5,May,2025-05,Q2,2025-Q2,5,202505
2025-05-06,2025,5,May,2025-05,Q2,2025-Q2,6,202505
2025-05-07,2025,5,May,2025-05,Q2,2025-Q2,7,202505
2025-05-08,2025,5,May,2025-05,Q2,2025-Q2,8,202505
2025-05-09,2025,5,May,2025-05,Q2,2025-Q2,9,202505
2025-05-10,2025,5,May,2025-05,Q2,2025-Q2,10,202505
2025-05-11,2025,5,May,2025-05,Q2,2025-Q2,11,202505
2025-05-12,2025,5,May,2025-05,Q2,2025-Q2,12,202505
2025-05-13,2025,5,May,2025-05,Q2,2025-Q2,13,202505
2025-05-14,2025,5,May,2025-05,Q2,2025-Q2,14,202505
2025-05-15,2025,5,May,2025-05,Q2,2025-Q2,15,202505
2025-05-16,2025,5,May,2025-05,Q2,2025-Q2,16,202505
2025-05-17,2025,5,May,2025-05,Q2,2025-Q2,17,202505
2025-05-18,2025,5,May,2025-05,Q2,2025-Q2,18,202505
2025-05-19,2025,5,May,2025-05,Q2,2025-Q2,19,202505
2025-05-20,2025,5,May,2025-05,Q2,2025-Q2,20,202505
