Date,Year,Month,MonthName,YearMonth,Quarter,YearQuarter,Day,MonthYearSort
2009-03-19,2009,3,Mar,2009-03,Q1,2009-Q1,19,200903
2009-03-20,2009,3,Mar,2009-03,Q1,2009-Q1,20,200903
2009-03-21,2009,3,Mar,2009-03,Q1,2009-Q1,21,200903
2009-03-22,2009,3,Mar,2009-03,Q1,2009-Q1,22,200903
2009-03-23,2009,3,Mar,2009-03,Q1,2009-Q1,23,200903
2009-03-24,2009,3,Mar,2009-03,Q1,2009-Q1,24,200903
2009-03-25,2009,3,Mar,2009-03,Q1,2009-Q1,25,200903
2009-03-26,2009,3,Mar,2009-03,Q1,2009-Q1,26,200903
2009-03-27,2009,3,Mar,2009-03,Q1,2009-Q1,27,200903
2009-03-28,2009,3,Mar,2009-03,Q1,2009-Q1,28,200903
2009-03-29,2009,3,Mar,2009-03,Q1,2009-Q1,29,200903
2009-03-30,2009,3,Mar,2009-03,Q1,2009-Q1,30,200903
2009-03-31,2009,3,Mar,2009-03,Q1,2009-Q1,31,200903
2009-04-01,2009,4,Apr,2009-04,Q2,2009-Q2,1,200904
2009-04-02,2009,4,Apr,2009-04,Q2,2009-Q2,2,200904
2009-04-03,2009,4,Apr,2009-04,Q2,2009-Q2,3,200904
2009-04-04,2009,4,Apr,2009-04,Q2,2009-Q2,4,200904
2009-04-05,2009,4,Apr,2009-04,Q2,2009-Q2,5,200904
2009-04-06,2009,4,Apr,2009-04,Q2,2009-Q2,6,200904
2009-04-07,2009,4,Apr,2009-04,Q2,2009-Q2,7,200904
2009-04-08,2009,4,Apr,2009-04,Q2,2009-Q2,8,200904
2009-04-09,2009,4,Apr,2009-04,Q2,2009-Q2,9,200904
2009-04-10,2009,4,Apr,2009-04,Q2,2009-Q2,10,200904
2009-04-11,2009,4,Apr,2009-04,Q2,2009-Q2,11,200904
2009-04-12,2009,4,Apr,2009-04,Q2,2009-Q2,12,200904
2009-04-13,2009,4,Apr,2009-04,Q2,2009-Q2,13,200904
2009-04-14,2009,4,Apr,2009-04,Q2,2009-Q2,14,200904
2009-04-15,2009,4,Apr,2009-04,Q2,2009-Q2,15,200904
2009-04-16,2009,4,Apr,2009-04,Q2,2009-Q2,16,200904
2009-04-17,2009,4,Apr,2009-04,Q2,2009-Q2,17,200904
2009-04-18,2009,4,Apr,2009-04,Q2,2009-Q2,18,200904
2009-04-19,2009,4,Apr,2009-04,Q2,2009-Q2,19,200904
2009-04-20,2009,4,Apr,2009-04,Q2,2009-Q2,20,200904
2009-04-21,2009,4,Apr,2009-04,Q2,2009-Q2,21,200904
2009-04-22,2009,4,Apr,2009-04,Q2,2009-Q2,22,200904
2009-04-23,2009,4,Apr,2009-04,Q2,2009-Q2,23,200904
2009-04-24,2009,4,Apr,2009-04,Q2,2009-Q2,24,200904
2009-04-25,2009,4,Apr,2009-04,Q2,2009-Q2,25,200904
2009-04-26,2009,4,Apr,2009-04,Q2,2009-Q2,26,200904
2009-04-27,2009,4,Apr,2009-04,Q2,2009-Q2,27,200904
2009-04-28,2009,4,Apr,2009-04,Q2,2009-Q2,28,200904
2009-04-29,2009,4,Apr,2009-04,Q2,2009-Q2,29,200904
2009-04-30,2009,4,Apr,2009-04,Q2,2009-Q2,30,200904
2009-05-01,2009,5,May,2009-05,Q2,2009-Q2,1,200905
2009-05-02,2009,5,May,2009-05,Q2,2009-Q2,2,200905
2009-05-03,2009,5,May,2009-05,Q2,2009-Q2,3,200905
2009-05-04,2009,5,May,2009-05,Q2,2009-Q2,4,200905
2009-05-05,2009,5,May,2009-05,Q2,2009-Q2,5,200905
2009-05-06,2009,5,May,2009-05,Q2,2009-Q2,6,200905
2009-05-07,2009,5,May,2009-05,Q2,2009-Q2,7,200905
2009-05-08,2009,5,May,2009-05,Q2,2009-Q2,8,200905
2009-05-09,2009,5,May,2009-05,Q2,2009-Q2,9,200905
2009-05-10,2009,5,May,2009-05,Q2,2009-Q2,10,200905
2009-05-11,2009,5,May,2009-05,Q2,2009-Q2,11,200905
2009-05-12,2009,5,May,2009-05,Q2,2009-Q2,12,200905
2009-05-13,2009,5,May,2009-05,Q2,2009-Q2,13,200905
2009-05-14,2009,5,May,2009-05,Q2,2009-Q2,14,200905
2009-05-15,2009,5,May,2009-05,Q2,2009-Q2,15,200905
2009-05-16,2009,5,May,2009-05,Q2,2009-Q2,16,200905
2009-05-17,2009,5,May,2009-05,Q2,2009-Q2,17,200905
2009-05-18,2009,5,May,2009-05,Q2,2009-Q2,18,200905
2009-05-19,2009,5,May,2009-05,Q2,2009-Q2,19,200905
2009-05-20,2009,5,May,2009-05,Q2,2009-Q2,20,200905
2009-05-21,2009,5,May,2009-05,Q2,2009-Q2,21,200905
2009-05-22,2009,5,May,2009-05,Q2,2009-Q2,22,200905
2009-05-23,2009,5,May,2009-05,Q2,2009-Q2,23,200905
2009-05-24,2009,5,May,2009-05,Q2,2009-Q2,24,200905
2009-05-25,2009,5,May,2009-05,Q2,2009-Q2,25,200905
2009-05-26,2009,5,May,2009-05,Q2,2009-Q2,26,200905
2009-05-27,2009,5,May,2009-05,Q2,2009-Q2,27,200905
2009-05-28,2009,5,May,2009-05,Q2,2009-Q2,28,200905
2009-05-29,2009,5,May,2009-05,Q2,2009-Q2,29,200905
2009-05-30,2009,5,May,2009-05,Q2,2009-Q2,30,200905
2009-05-31,2009,5,May,2009-05,Q2,2009-Q2,31,200905
2009-06-01,2009,6,Jun,2009-06,Q2,2009-Q2,1,200906
2009-06-02,2009,6,Jun,2009-06,Q2,2009-Q2,2,200906
2009-06-03,2009,6,Jun,2009-06,Q2,2009-Q2,3,200906
2009-06-04,2009,6,Jun,2009-06,Q2,2009-Q2,4,200906
2009-06-05,2009,6,Jun,2009-06,Q2,2009-Q2,5,200906
2009-06-06,2009,6,Jun,2009-06,Q2,2009-Q2,6,200906
2009-06-07,2009,6,Jun,2009-06,Q2,2009-Q2,7,200906
2009-06-08,2009,6,Jun,2009-06,Q2,2009-Q2,8,200906
2009-06-09,2009,6,Jun,2009-06,Q2,2009-Q2,9,200906
2009-06-10,2009,6,Jun,2009-06,Q2,2009-Q2,10,200906
2009-06-11,2009,6,Jun,2009-06,Q2,2009-Q2,11,200906
2009-06-12,2009,6,Jun,2009-06,Q2,2009-Q2,12,200906
2009-06-13,2009,6,Jun,2009-06,Q2,2009-Q2,13,200906
2009-06-14,2009,6,Jun,2009-06,Q2,2009-Q2,14,200906
2009-06-15,2009,6,Jun,2009-06,Q2,2009-Q2,15,200906
2009-06-16,2009,6,Jun,2009-06,Q2,2009-Q2,16,200906
2009-06-17,2009,6,Jun,2009-06,Q2,2009-Q2,17,200906
2009-06-18,2009,6,Jun,2009-06,Q2,2009-Q2,18,200906
2009-06-19,2009,6,Jun,2009-06,Q2,2009-Q2,19,200906
2009-06-20,2009,6,Jun,2009-06,Q2,2009-Q2,20,200906
2009-06-21,2009,6,Jun,2009-06,Q2,2009-Q2,21,200906
2009-06-22,2009,6,Jun,2009-06,Q2,2009-Q2,22,200906
2009-06-23,2009,6,Jun,2009-06,Q2,2009-Q2,23,200906
2009-06-24,2009,6,Jun,2009-06,Q2,2009-Q2,24,200906
2009-06-25,2009,6,Jun,2009-06,Q2,2009-Q2,25,200906
2009-06-26,2009,6,Jun,2009-06,Q2,2009-Q2,26,200906
2009-06-27,2009,6,Jun,2009-06,Q2,2009-Q2,27,200906
2009-06-28,2009,6,Jun,2009-06,Q2,2009-Q2,28,200906
2009-06-29,2009,6,Jun,2009-06,Q2,2009-Q2,29,200906
2009-06-30,2009,6,Jun,2009-06,Q2,2009-Q2,30,200906
2009-07-01,2009,7,Jul,2009-07,Q3,2009-Q3,1,200907
2009-07-02,2009,7,Jul,2009-07,Q3,2009-Q3,2,200907
2009-07-03,2009,7,Jul,2009-07,Q3,2009-Q3,3,200907
2009-07-04,2009,7,Jul,2009-07,Q3,2009-Q3,4,200907
2009-07-05,2009,7,Jul,2009-07,Q3,2009-Q3,5,200907
2009-07-06,2009,7,Jul,2009-07,Q3,2009-Q3,6,200907
2009-07-07,2009,7,Jul,2009-07,Q3,2009-Q3,7,200907
2009-07-08,2009,7,Jul,2009-07,Q3,2009-Q3,8,200907
2009-07-09,2009,7,Jul,2009-07,Q3,2009-Q3,9,200907
2009-07-10,2009,7,Jul,2009-07,Q3,2009-Q3,10,200907
2009-07-11,2009,7,Jul,2009-07,Q3,2009-Q3,11,200907
2009-07-12,2009,7,Jul,2009-07,Q3,2009-Q3,12,200907
2009-07-13,2009,7,Jul,2009-07,Q3,2009-Q3,13,200907
2009-07-14,2009,7,Jul,2009-07,Q3,2009-Q3,14,200907
2009-07-15,2009,7,Jul,2009-07,Q3,2009-Q3,15,200907
2009-07-16,2009,7,Jul,2009-07,Q3,2009-Q3,16,200907
2009-07-17,2009,7,Jul,2009-07,Q3,2009-Q3,17,200907
2009-07-18,2009,7,Jul,2009-07,Q3,2009-Q3,18,200907
2009-07-19,2009,7,Jul,2009-07,Q3,2009-Q3,19,200907
2009-07-20,2009,7,Jul,2009-07,Q3,2009-Q3,20,200907
2009-07-21,2009,7,Jul,2009-07,Q3,2009-Q3,21,200907
2009-07-22,2009,7,Jul,2009-07,Q3,2009-Q3,22,200907
2009-07-23,2009,7,Jul,2009-07,Q3,2009-Q3,23,200907
2009-07-24,2009,7,Jul,2009-07,Q3,2009-Q3,24,200907
2009-07-25,2009,7,Jul,2009-07,Q3,2009-Q3,25,200907
2009-07-26,2009,7,Jul,2009-07,Q3,2009-Q3,26,200907
2009-07-27,2009,7,Jul,2009-07,Q3,2009-Q3,27,200907
2009-07-28,2009,7,Jul,2009-07,Q3,2009-Q3,28,200907
2009-07-29,2009,7,Jul,2009-07,Q3,2009-Q3,29,200907
2009-07-30,2009,7,Jul,2009-07,Q3,2009-Q3,30,200907
2009-07-31,2009,7,Jul,2009-07,Q3,2009-Q3,31,200907
2009-08-01,2009,8,Aug,2009-08,Q3,2009-Q3,1,200908
2009-08-02,2009,8,Aug,2009-08,Q3,2009-Q3,2,200908
2009-08-03,2009,8,Aug,2009-08,Q3,2009-Q3,3,200908
2009-08-04,2009,8,Aug,2009-08,Q3,2009-Q3,4,200908
2009-08-05,2009,8,Aug,2009-08,Q3,2009-Q3,5,200908
2009-08-06,2009,8,Aug,2009-08,Q3,2009-Q3,6,200908
2009-08-07,2009,8,Aug,2009-08,Q3,2009-Q3,7,200908
2009-08-08,2009,8,Aug,2009-08,Q3,2009-Q3,8,200908
2009-08-09,2009,8,Aug,2009-08,Q3,2009-Q3,9,200908
2009-08-10,2009,8,Aug,2009-08,Q3,2009-Q3,10,200908
2009-08-11,2009,8,Aug,2009-08,Q3,2009-Q3,11,200908
2009-08-12,2009,8,Aug,2009-08,Q3,2009-Q3,12,200908
2009-08-13,2009,8,Aug,2009-08,Q3,2009-Q3,13,200908
2009-08-14,2009,8,Aug,2009-08,Q3,2009-Q3,14,200908
2009-08-15,2009,8,Aug,2009-08,Q3,2009-Q3,15,200908
2009-08-16,2009,8,Aug,2009-08,Q3,2009-Q3,16,200908
2009-08-17,2009,8,Aug,2009-08,Q3,2009-Q3,17,200908
2009-08-18,2009,8,Aug,2009-08,Q3,2009-Q3,18,200908
2009-08-19,2009,8,Aug,2009-08,Q3,2009-Q3,19,200908
2009-08-20,2009,8,Aug,2009-08,Q3,2009-Q3,20,200908
2009-08-21,2009,8,Aug,2009-08,Q3,2009-Q3,21,200908
2009-08-22,2009,8,Aug,2009-08,Q3,2009-Q3,22,200908
2009-08-23,2009,8,Aug,2009-08,Q3,2009-Q3,23,200908
2009-08-24,2009,8,Aug,2009-08,Q3,2009-Q3,24,200908
2009-08-25,2009,8,Aug,2009-08,Q3,2009-Q3,25,200908
2009-08-26,2009,8,Aug,2009-08,Q3,2009-Q3,26,200908
2009-08-27,2009,8,Aug,2009-08,Q3,2009-Q3,27,200908
2009-08-28,2009,8,Aug,2009-08,Q3,2009-Q3,28,200908
2009-08-29,2009,8,Aug,2009-08,Q3,2009-Q3,29,200908
2009-08-30,2009,8,Aug,2009-08,Q3,2009-Q3,30,200908
2009-08-31,2009,8,Aug,2009-08,Q3,2009-Q3,31,200908
2009-09-01,2009,9,Sep,2009-09,Q3,2009-Q3,1,200909
2009-09-02,2009,9,Sep,2009-09,Q3,2009-Q3,2,200909
2009-09-03,2009,9,Sep,2009-09,Q3,2009-Q3,3,200909
2009-09-04,2009,9,Sep,2009-09,Q3,2009-Q3,4,200909
2009-09-05,2009,9,Sep,2009-09,Q3,2009-Q3,5,200909
2009-09-06,2009,9,Sep,2009-09,Q3,2009-Q3,6,200909
2009-09-07,2009,9,Sep,2009-09,Q3,2009-Q3,7,200909
2009-09-08,2009,9,Sep,2009-09,Q3,2009-Q3,8,200909
2009-09-09,2009,9,Sep,2009-09,Q3,2009-Q3,9,200909
2009-09-10,2009,9,Sep,2009-09,Q3,2009-Q3,10,200909
2009-09-11,2009,9,Sep,2009-09,Q3,2009-Q3,11,200909
2009-09-12,2009,9,Sep,2009-09,Q3,2009-Q3,12,200909
2009-09-13,2009,9,Sep,2009-09,Q3,2009-Q3,13,200909
2009-09-14,2009,9,Sep,2009-09,Q3,2009-Q3,14,200909
2009-09-15,2009,9,Sep,2009-09,Q3,2009-Q3,15,200909
2009-09-16,2009,9,Sep,2009-09,Q3,2009-Q3,16,200909
2009-09-17,2009,9,Sep,2009-09,Q3,2009-Q3,17,200909
2009-09-18,2009,9,Sep,2009-09,Q3,2009-Q3,18,200909
2009-09-19,2009,9,Sep,2009-09,Q3,2009-Q3,19,200909
2009-09-20,2009,9,Sep,2009-09,Q3,2009-Q3,20,200909
2009-09-21,2009,9,Sep,2009-09,Q3,2009-Q3,21,200909
2009-09-22,2009,9,Sep,2009-09,Q3,2009-Q3,22,200909
2009-09-23,2009,9,Sep,2009-09,Q3,2009-Q3,23,200909
2009-09-24,2009,9,Sep,2009-09,Q3,2009-Q3,24,200909
2009-09-25,2009,9,Sep,2009-09,Q3,2009-Q3,25,200909
2009-09-26,2009,9,Sep,2009-09,Q3,2009-Q3,26,200909
2009-09-27,2009,9,Sep,2009-09,Q3,2009-Q3,27,200909
2009-09-28,2009,9,Sep,2009-09,Q3,2009-Q3,28,200909
2009-09-29,2009,9,Sep,2009-09,Q3,2009-Q3,29,200909
2009-09-30,2009,9,Sep,2009-09,Q3,2009-Q3,30,200909
2009-10-01,2009,10,Oct,2009-10,Q4,2009-Q4,1,200910
2009-10-02,2009,10,Oct,2009-10,Q4,2009-Q4,2,200910
2009-10-03,2009,10,Oct,2009-10,Q4,2009-Q4,3,200910
2009-10-04,2009,10,Oct,2009-10,Q4,2009-Q4,4,200910
2009-10-05,2009,10,Oct,2009-10,Q4,2009-Q4,5,200910
2009-10-06,2009,10,Oct,2009-10,Q4,2009-Q4,6,200910
2009-10-07,2009,10,Oct,2009-10,Q4,2009-Q4,7,200910
2009-10-08,2009,10,Oct,2009-10,Q4,2009-Q4,8,200910
2009-10-09,2009,10,Oct,2009-10,Q4,2009-Q4,9,200910
2009-10-10,2009,10,Oct,2009-10,Q4,2009-Q4,10,200910
2009-10-11,2009,10,Oct,2009-10,Q4,2009-Q4,11,200910
2009-10-12,2009,10,Oct,2009-10,Q4,2009-Q4,12,200910
2009-10-13,2009,10,Oct,2009-10,Q4,2009-Q4,13,200910
2009-10-14,2009,10,Oct,2009-10,Q4,2009-Q4,14,200910
2009-10-15,2009,10,Oct,2009-10,Q4,2009-Q4,15,200910
2009-10-16,2009,10,Oct,2009-10,Q4,2009-Q4,16,200910
2009-10-17,2009,10,Oct,2009-10,Q4,2009-Q4,17,200910
2009-10-18,2009,10,Oct,2009-10,Q4,2009-Q4,18,200910
2009-10-19,2009,10,Oct,2009-10,Q4,2009-Q4,19,200910
2009-10-20,2009,10,Oct,2009-10,Q4,2009-Q4,20,200910
2009-10-21,2009,10,Oct,2009-10,Q4,2009-Q4,21,200910
2009-10-22,2009,10,Oct,2009-10,Q4,2009-Q4,22,200910
2009-10-23,2009,10,Oct,2009-10,Q4,2009-Q4,23,200910
2009-10-24,2009,10,Oct,2009-10,Q4,2009-Q4,24,200910
2009-10-25,2009,10,Oct,2009-10,Q4,2009-Q4,25,200910
2009-10-26,2009,10,Oct,2009-10,Q4,2009-Q4,26,200910
2009-10-27,2009,10,Oct,2009-10,Q4,2009-Q4,27,200910
2009-10-28,2009,10,Oct,2009-10,Q4,2009-Q4,28,200910
2009-10-29,2009,10,Oct,2009-10,Q4,2009-Q4,29,200910
2009-10-30,2009,10,Oct,2009-10,Q4,2009-Q4,30,200910
2009-10-31,2009,10,Oct,2009-10,Q4,2009-Q4,31,200910
2009-11-01,2009,11,Nov,2009-11,Q4,2009-Q4,1,200911
2009-11-02,2009,11,Nov,2009-11,Q4,2009-Q4,2,200911
2009-11-03,2009,11,Nov,2009-11,Q4,2009-Q4,3,200911
2009-11-04,2009,11,Nov,2009-11,Q4,2009-Q4,4,200911
2009-11-05,2009,11,Nov,2009-11,Q4,2009-Q4,5,200911
2009-11-06,2009,11,Nov,2009-11,Q4,2009-Q4,6,200911
2009-11-07,2009,11,Nov,2009-11,Q4,2009-Q4,7,200911
2009-11-08,2009,11,Nov,2009-11,Q4,2009-Q4,8,200911
2009-11-09,2009,11,Nov,2009-11,Q4,2009-Q4,9,200911
2009-11-10,2009,11,Nov,2009-11,Q4,2009-Q4,10,200911
2009-11-11,2009,11,Nov,2009-11,Q4,2009-Q4,11,200911
2009-11-12,2009,11,Nov,2009-11,Q4,2009-Q4,12,200911
2009-11-13,2009,11,Nov,2009-11,Q4,2009-Q4,13,200911
2009-11-14,2009,11,Nov,2009-11,Q4,2009-Q4,14,200911
2009-11-15,2009,11,Nov,2009-11,Q4,2009-Q4,15,200911
2009-11-16,2009,11,Nov,2009-11,Q4,2009-Q4,16,200911
2009-11-17,2009,11,Nov,2009-11,Q4,2009-Q4,17,200911
2009-11-18,2009,11,Nov,2009-11,Q4,2009-Q4,18,200911
2009-11-19,2009,11,Nov,2009-11,Q4,2009-Q4,19,200911
2009-11-20,2009,11,Nov,2009-11,Q4,2009-Q4,20,200911
2009-11-21,2009,11,Nov,2009-11,Q4,2009-Q4,21,200911
2009-11-22,2009,11,Nov,2009-11,Q4,2009-Q4,22,200911
2009-11-23,2009,11,Nov,2009-11,Q4,2009-Q4,23,200911
2009-11-24,2009,11,Nov,2009-11,Q4,2009-Q4,24,200911
2009-11-25,2009,11,Nov,2009-11,Q4,2009-Q4,25,200911
2009-11-26,2009,11,Nov,2009-11,Q4,2009-Q4,26,200911
2009-11-27,2009,11,Nov,2009-11,Q4,2009-Q4,27,200911
2009-11-28,2009,11,Nov,2009-11,Q4,2009-Q4,28,200911
2009-11-29,2009,11,Nov,2009-11,Q4,2009-Q4,29,200911
2009-11-30,2009,11,Nov,2009-11,Q4,2009-Q4,30,200911
2009-12-01,2009,12,Dec,2009-12,Q4,2009-Q4,1,200912
2009-12-02,2009,12,Dec,2009-12,Q4,2009-Q4,2,200912
2009-12-03,2009,12,Dec,2009-12,Q4,2009-Q4,3,200912
2009-12-04,2009,12,Dec,2009-12,Q4,2009-Q4,4,200912
2009-12-05,2009,12,Dec,2009-12,Q4,2009-Q4,5,200912
2009-12-06,2009,12,Dec,2009-12,Q4,2009-Q4,6,200912
2009-12-07,2009,12,Dec,2009-12,Q4,2009-Q4,7,200912
2009-12-08,2009,12,Dec,2009-12,Q4,2009-Q4,8,200912
2009-12-09,2009,12,Dec,2009-12,Q4,2009-Q4,9,200912
2009-12-10,2009,12,Dec,2009-12,Q4,2009-Q4,10,200912
2009-12-11,2009,12,Dec,2009-12,Q4,2009-Q4,11,200912
2009-12-12,2009,12,Dec,2009-12,Q4,2009-Q4,12,200912
2009-12-13,2009,12,Dec,2009-12,Q4,2009-Q4,13,200912
2009-12-14,2009,12,Dec,2009-12,Q4,2009-Q4,14,200912
2009-12-15,2009,12,Dec,2009-12,Q4,2009-Q4,15,200912
2009-12-16,2009,12,Dec,2009-12,Q4,2009-Q4,16,200912
2009-12-17,2009,12,Dec,2009-12,Q4,2009-Q4,17,200912
2009-12-18,2009,12,Dec,2009-12,Q4,2009-Q4,18,200912
2009-12-19,2009,12,Dec,2009-12,Q4,2009-Q4,19,200912
2009-12-20,2009,12,Dec,2009-12,Q4,2009-Q4,20,200912
2009-12-21,2009,12,Dec,2009-12,Q4,2009-Q4,21,200912
2009-12-22,2009,12,Dec,2009-12,Q4,2009-Q4,22,200912
2009-12-23,2009,12,Dec,2009-12,Q4,2009-Q4,23,200912
2009-12-24,2009,12,Dec,2009-12,Q4,2009-Q4,24,200912
2009-12-25,2009,12,Dec,2009-12,Q4,2009-Q4,25,200912
2009-12-26,2009,12,Dec,2009-12,Q4,2009-Q4,26,200912
2009-12-27,2009,12,Dec,2009-12,Q4,2009-Q4,27,200912
2009-12-28,2009,12,Dec,2009-12,Q4,2009-Q4,28,200912
2009-12-29,2009,12,Dec,2009-12,Q4,2009-Q4,29,200912
2009-12-30,2009,12,Dec,2009-12,Q4,2009-Q4,30,200912
2009-12-31,2009,12,Dec,2009-12,Q4,2009-Q4,31,200912
2010-01-01,2010,1,Jan,2010-01,Q1,2010-Q1,1,201001
2010-01-02,2010,1,Jan,2010-01,Q1,2010-Q1,2,201001
2010-01-03,2010,1,Jan,2010-01,Q1,2010-Q1,3,201001
2010-01-04,2010,1,Jan,2010-01,Q1,2010-Q1,4,201001
2010-01-05,2010,1,Jan,2010-01,Q1,2010-Q1,5,201001
2010-01-06,2010,1,Jan,2010-01,Q1,2010-Q1,6,201001
2010-01-07,2010,1,Jan,2010-01,Q1,2010-Q1,7,201001
2010-01-08,2010,1,Jan,2010-01,Q1,2010-Q1,8,201001
2010-01-09,2010,1,Jan,2010-01,Q1,2010-Q1,9,201001
2010-01-10,2010,1,Jan,2010-01,Q1,2010-Q1,10,201001
2010-01-11,2010,1,Jan,2010-01,Q1,2010-Q1,11,201001
2010-01-12,2010,1,Jan,2010-01,Q1,2010-Q1,12,201001
