SellerID,OrderN,LateRate,AvgFreight,AvgLeadTime,CustomerStateN,City,State,RiskBand,RecommendedAction,RiskRank
05feb94f19d094d4b0f9281f0b1d4c99,6,0.0,116.17,15.2,5,mogi das cruzes,SP,Low volume,Watch — below volume gate,0
05ff92fedb5be47920fea08e501238b9,57,0.0351,30.66,12.3,19,santo angelo,RS,Low,Maintain — on-time seller,432
062c325cd6a2b87845fab56b4ec2eeae,2,0.0,11.93,5.5,1,sao paulo,SP,Low volume,Watch — below volume gate,0
062ce95fa2ad4dfaedfc79260130565f,54,0.037,23.0,13.6,10,lajeado,RS,Low,Maintain — on-time seller,422
06532f10282704ef4c69168b914b77be,7,0.0,90.4,16.9,5,paincandu,PR,Low volume,Watch — below volume gate,0
06579cb253ecd5a3a12a9e6eb6bf8f47,60,0.0667,23.47,10.0,9,sao paulo - sp,SP,Low,Maintain — on-time seller,251
066a6914e1ebf3ea95a216c73a986b91,64,0.0312,25.77,13.7,10,foz do iguacu,PR,Low,Maintain — on-time seller,470
0691148aee60ca47977c187804f935ae,47,0.0213,35.39,11.9,11,londrina,PR,Low,Maintain — on-time seller,531
0692610d8abe24f287e9fae90ea0bbee,4,0.25,7.93,6.5,1,sao paulo,SP,Low volume,Watch — below volume gate,0
06a2c3af7b3aee5d69171b0e14f0ee87,388,0.1907,31.04,17.7,25,sao luis,MA,Medium,Review — rising late rate,14
06bb3a2fe5e7b7a845b13e8fb91bd944,17,0.0,19.18,8.8,7,belo horizonte,MG,Low volume,Watch — below volume gate,0
06df0c10d34e459d9672bc77388742eb,26,0.0385,20.22,10.1,6,maringa,PR,Low volume,Watch — below volume gate,0
06e5eefc71ec47ae763c5c6f8db7064f,90,0.0,24.26,10.8,15,porto alegre,RS,Low,Maintain — on-time seller,581
07017df32dc5f2f1d2801e579548d620,8,0.0,22.72,10.0,7,joao pessoa,PB,Low volume,Watch — below volume gate,0
070d165398b553f3b4b851c216b8a358,30,0.1333,31.66,12.1,7,sao paulo,SP,Medium,Review — rising late rate,56
0725b8c0f3f906e58f70cbe76b7c748c,16,0.25,45.54,13.0,6,guarulhos,SP,Low volume,Watch — below volume gate,0
0743a0239d764b9a0f959a57d07e36ab,4,0.0,16.57,5.2,3,sao paulo,SP,Low volume,Watch — below volume gate,0
0747d5bb69f0586cc869d8af4c50f93e,12,0.0833,15.12,14.2,7,saquarema,RJ,Low volume,Watch — below volume gate,0
0761743cbffb25d7148189e9f1a5f03a,3,0.0,28.73,13.0,2,ribeirao preto,SP,Low volume,Watch — below volume gate,0
077c5fae4bea9500e3737b16f71b9d3a,4,0.0,17.61,8.2,2,sorocaba,SP,Low volume,Watch — below volume gate,0
0791d9fc1e30678ecf03d3e55fa108d3,5,0.0,37.4,7.6,3,belo horizonte,MG,Low volume,Watch — below volume gate,0
079d295dcbf06ee8bb1b65ba964eb2b6,5,0.0,38.16,8.2,4,sao paulo,SP,Low volume,Watch — below volume gate,0
07a9bc7f61396b658ddf3ac534efe44c,1,0.0,15.59,6.0,1,sao paulo,SP,Low volume,Watch — below volume gate,0
07bf9669d84d1f11be443a9dd938f698,18,0.0,35.9,8.2,9,sao paulo,SP,Low volume,Watch — below volume gate,0
07d75e33f2750d97d467fb57e4dfdd8a,2,0.0,18.6,11.5,2,sao paulo,SP,Low volume,Watch — below volume gate,0
07de60b03d150fb3ea09eab5da5e4c8b,8,0.125,19.4,14.1,3,ibitinga,SP,Low volume,Watch — below volume gate,0
07e8e8fc5222bb358e6f259da3197074,2,0.0,11.53,8.5,2,sao paulo,SP,Low volume,Watch — below volume gate,0
080102cd0a76b09e0dcf55fcacc60e05,120,0.0417,17.93,9.7,19,belo horizonte,MG,Low,Maintain — on-time seller,389
080199a181c46c657dc5aa235411be3b,79,0.0127,13.17,8.0,9,osasco,SP,Low,Maintain — on-time seller,567
08061dc0fc165ed41288cc7acde738ee,4,0.25,14.6,20.0,3,osasco,SP,Low volume,Watch — below volume gate,0
08084d990eb3f53af056ccbc1730c8a7,11,0.0,18.5,8.5,6,sao paulo,SP,Low volume,Watch — below volume gate,0
081acf3de680d554796c9cf041be7bc2,3,0.3333,63.26,16.0,3,vespasiano,MG,Low volume,Watch — below volume gate,0
082e0bf4cb865a6533b1e8e498cc0255,11,0.1818,90.09,14.3,7,botucatu,SP,Low volume,Watch — below volume gate,0
085f6f7e049c996695fb2074fe38d45e,6,0.0,21.76,10.3,4,taubate,SP,Low volume,Watch — below volume gate,0
08633c14ef2db992c11f840f04fad4cd,71,0.0563,18.73,9.9,13,ribeirao pires,SP,Low,Maintain — on-time seller,302
0873d9f8f36123f8d910f4760e788cfb,5,0.4,29.19,14.0,4,barueri,SP,Low volume,Watch — below volume gate,0
0885aaf116795758dfeb5f1032487bcd,25,0.0,20.78,6.0,8,ferraz de vasconcelos,SP,Low volume,Watch — below volume gate,0
0887a9f087bcd5d9f6642b52f897fc6c,12,0.0833,18.36,14.3,8,cananeia,SP,Low volume,Watch — below volume gate,0
08ad4ac1388e4420ca531c3edfc46198,6,0.0,17.88,6.3,3,itapevi,SP,Low volume,Watch — below volume gate,0
08cdbae123ff67ca4e36d9d641ce0119,4,0.5,274.12,24.2,3,uba,MG,Low volume,Watch — below volume gate,0
08d0949a9a17c027262db1f3c450c26c,11,0.0,20.58,14.5,7,cascavel,PR,Low volume,Watch — below volume gate,0
08d1c9478fb0d7d7fcac9c0da4e82fc7,1,0.0,67.57,10.0,1,belo horizonte,MG,Low volume,Watch — below volume gate,0
08d2d642cf72b622b14dde1d2f5eb2f5,16,0.125,19.13,15.3,6,marilia,SP,Low volume,Watch — below volume gate,0
08f5819815f3d06545011850bd70f0a8,3,0.0,23.61,8.0,3,santos,SP,Low volume,Watch — below volume gate,0
091065b789659bc3cd9af9cb3a6253ff,2,0.0,42.68,11.0,2,canoas,RS,Low volume,Watch — below volume gate,0
0936e1837d0c79253456bbb2ffaaef10,1,0.0,31.12,19.0,1,sao paulo,SP,Low volume,Watch — below volume gate,0
093805f8f2aeb63881444571e1f48f30,22,0.0455,15.63,8.2,9,osasco,SP,Low volume,Watch — below volume gate,0
094ced053e257ae8cae57205592d6712,19,0.0,26.32,12.0,8,ribeirao preto,SP,Low volume,Watch — below volume gate,0
0951a6e282947e09cd47969f4ed0b47f,7,0.0,12.57,5.1,4,taboao da serra,SP,Low volume,Watch — below volume gate,0
09883d9ab71c8fe8a9bfc7fc3075b07e,4,0.25,15.12,14.2,3,sao paulo,SP,Low volume,Watch — below volume gate,0
099095b050cfe8eb1ddff5317587e96e,16,0.1875,43.88,11.2,5,sao paulo,SP,Low volume,Watch — below volume gate,0
09bad886111255c5b5030314fc7f1a4a,5,0.0,14.57,6.4,2,sao paulo,SP,Low volume,Watch — below volume gate,0
09f952a5f58d2285b0372551ae8f9b01,46,0.0652,32.43,13.5,13,sao bernardo do campo,SP,Low,Maintain — on-time seller,261
0a198e95d32b1be2da9424c962a6ebfa,1,0.0,16.68,16.0,1,contagem,MG,Low volume,Watch — below volume gate,0
0a82f5fb06a4fe4ac2cf7cb412ec71b8,2,0.0,11.4,5.0,1,sao paulo,SP,Low volume,Watch — below volume gate,0
0a85ebe4e328db81ac9109781205e2f7,12,0.0833,12.59,5.2,3,jundiai,SP,Low volume,Watch — below volume gate,0
0aa2205ca24f113f4658a5c536667426,4,0.0,43.12,8.8,3,sao paulo,SP,Low volume,Watch — below volume gate,0
0ac4201fda2c68ebc0e47cb9423cf3c9,13,0.0769,18.0,12.5,8,sao paulo,SP,Low volume,Watch — below volume gate,0
0ad80de75c811326389cfb1daba7d45e,6,0.0,19.22,9.0,5,rio de janeiro,RJ,Low volume,Watch — below volume gate,0
0adac9fbd9a2b63cccaac4f8756c1ca8,105,0.0571,22.95,13.1,13,louveira,SP,Low,Maintain — on-time seller,293
0ade5cc4a305ed7093a23f68ca47519c,2,0.0,21.2,6.5,2,curitiba,PR,Low volume,Watch — below volume gate,0
0aea4c6ae1505b3228ddf3dd7822ee5b,8,0.25,18.97,18.5,5,sorocaba,SP,Low volume,Watch — below volume gate,0
0af2ab31141893d26aca5a404a537dab,1,0.0,15.51,6.0,1,sao paulo,SP,Low volume,Watch — below volume gate,0
0af977692321d895349eded183341d28,2,0.0,9.74,2.0,1,santos,SP,Low volume,Watch — below volume gate,0
0afccdb8a34ee5c79f7c06faf2b4d56e,24,0.0833,15.48,13.5,8,uberlandia,MG,Low volume,Watch — below volume gate,0
0b0ddbc7b9d9584f442c7ac92b0ff6c9,3,0.0,44.63,12.0,3,guarulhos,SP,Low volume,Watch — below volume gate,0
0b18d63d0cd1d723567903fd34a07df2,9,0.0,29.54,7.2,5,sp,SP,Low volume,Watch — below volume gate,0
0b1ca3ef18a63d7eb0c8897fa0849c08,1,0.0,7.87,6.0,1,sao roque,SP,Low volume,Watch — below volume gate,0
0b35c634521043bf4b47e21547b99ab5,49,0.1633,34.23,19.5,9,teixeira soares,PR,Medium,Review — rising late rate,28
0b36063d5818f81ccb94b54adfaebbf5,1,0.0,18.0,15.0,1,jaragua do sul,SC,Low volume,Watch — below volume gate,0
0b3f27369a4d8df98f7eb91077e438ac,2,0.0,12.44,7.0,1,aruja,SP,Low volume,Watch — below volume gate,0
0b46f784306be7200ca1700aa55d819f,1,0.0,10.96,3.0,1,belo horizonte,MG,Low volume,Watch — below volume gate,0
0b64bcdb0784abc139af04077d49a20e,4,0.0,17.05,8.2,1,canoas,RS,Low volume,Watch — below volume gate,0
0b90b6df587eb83608a64ea8b390cf07,160,0.0375,22.27,14.5,14,maringa,PR,Low,Maintain — on-time seller,416
0bae85eb84b9fb3bd773911e89288d54,134,0.0075,21.96,10.3,12,itajai,SP,Low,Maintain — on-time seller,577
0bb27263628258b8111a0262769fa9db,1,0.0,10.96,42.0,1,sao paulo,SP,Low volume,Watch — below volume gate,0
0bb738e4d789e63e2267697c42d35a2d,28,0.0357,21.13,11.9,9,sao roque,SP,Low volume,Watch — below volume gate,0
0be8ff43f22e456b4e0371b2245e4d01,155,0.0645,16.35,10.3,17,sao paulo,SP,Low,Maintain — on-time seller,267
0bebbb2cea103a4a020c95d43fd7d754,9,0.0,16.35,5.8,4,sao paulo,SP,Low volume,Watch — below volume gate,0
0bf0150d5b9d60d9cd2906003332f085,39,0.1538,28.15,14.1,8,sao paulo,SP,Medium,Review — rising late rate,36
0bfd0b434243adc5c2e1aa6baf19c6aa,6,0.0,16.84,8.5,5,rio de janeiro,RJ,Low volume,Watch — below volume gate,0
0c7533c71df861ec58ad7ff999ed0e8d,59,0.0508,14.99,10.7,13,valinhos,SP,Low,Maintain — on-time seller,336
0c7f30ae9b147eca07affbef92832a6a,5,0.0,17.52,8.6,2,ponta grossa,PR,Low volume,Watch — below volume gate,0
0c8380b62e38e8a1e6adbeba7eb9688c,176,0.0511,23.22,13.1,15,tres coracoes,MG,Low,Maintain — on-time seller,333
0cab2da43793a6f3c5ed8514c5f54627,3,0.0,19.07,4.7,3,curitiba,PR,Low volume,Watch — below volume gate,0
0cbcee27c791afa0cdcb08587a2013a8,37,0.1081,21.18,12.7,9,tres coracoes,MG,Medium,Review — rising late rate,108
0d33a55da925bbf1ff02af5f6059fc7f,21,0.0476,18.55,8.3,7,sao paulo,SP,Low volume,Watch — below volume gate,0
0d4c8269e7f0401201794deef160edd6,3,0.0,33.13,17.3,3,ribeirao preto,SP,Low volume,Watch — below volume gate,0
0d83f8e03188682112cc0d93523705cc,4,0.25,31.08,16.8,3,porto alegre,RS,Low volume,Watch — below volume gate,0
0d85bbda9889ce1f7e63778d24f346eb,51,0.1176,31.85,15.7,16,uberlandia,MG,Medium,Review — rising late rate,83
0daf5180aa44356f60f8effa533b55a2,2,0.0,19.42,8.5,1,goiania,GO,Low volume,Watch — below volume gate,0
0db783cfcd3b73998abc6e10e59a102f,130,0.0385,15.3,11.7,17,santos,SP,Low,Maintain — on-time seller,411
0dd184061fb0eaa7ca37932c68ab91c5,159,0.1069,34.01,11.8,19,guarulhos,SP,Medium,Review — rising late rate,112
0ddefe3c7a032b91f4e25b9c3a08fca1,9,0.0,16.67,7.7,5,sao bernardo do campo,SP,Low volume,Watch — below volume gate,0
0df3984f9dfb3d49ac6366acbd3bbb85,85,0.0118,17.86,9.6,16,betim,MG,Low,Maintain — on-time seller,569
0dfbed20065e425d2eaefb101f9816c0,3,0.3333,16.42,21.7,3,porto ferreira,SP,Low volume,Watch — below volume gate,0
0e44d110fa6a54e121cb2c095a77762f,6,0.1667,11.68,11.8,3,francisco morato,SP,Low volume,Watch — below volume gate,0
0e72c1a751b496722a6cb1f10653b62a,3,0.0,17.1,6.7,3,sao paulo,SP,Low volume,Watch — below volume gate,0
0e982cff76cc0579f632cea8a0e38c9d,5,0.0,20.12,9.0,4,itajai,SC,Low volume,Watch — below volume gate,0
0ea22c1cfbdc755f86b9b54b39c16043,225,0.0089,18.64,11.1,19,sete lagoas,MG,Low,Maintain — on-time seller,575
0eaa7e33d73809f1f925f7d07c506cbd,15,0.0,12.99,5.9,5,santo andre,SP,Low volume,Watch — below volume gate,0
0ebd97a106433a45a4aebe57c1799778,30,0.0,20.9,9.6,13,contagem,MG,Low,Maintain — on-time seller,620
0ec28cec4046a4a199b6de9b4c891d97,3,0.0,18.68,10.7,2,goiania,GO,Low volume,Watch — below volume gate,0
0ed6ce5d87fd9c69eaacaeb778d67235,42,0.1429,15.97,15.9,12,americana,SP,Medium,Review — rising late rate,46
0ee4fb99ac55ffbbc98795aa01b7f8fa,1,0.0,11.03,7.0,1,santana de parnaiba,SP,Low volume,Watch — below volume gate,0
0ef83d7d83ed97cd2a0049ac8be5f88a,47,0.0213,22.17,9.3,8,curitiba,PR,Low,Maintain — on-time seller,532
0f0c984a4a955310903b6b6008660bad,4,0.0,27.89,14.2,3,franca,SP,Low volume,Watch — below volume gate,0
0f519b0d2e5eb2227c93dd25038bfc01,1,0.0,23.0,12.0,1,ibitinga,SP,Low volume,Watch — below volume gate,0
0f7eea709efdf942b5f95c7516dbacd7,3,0.0,14.77,8.3,2,pedrinhas paulista,SP,Low volume,Watch — below volume gate,0
0f80a40c312b2472dca482cf50f5186f,1,0.0,20.1,5.0,1,lencois paulista,SP,Low volume,Watch — below volume gate,0
0f94588695d71662beec8d883ffacf09,1,0.0,18.59,15.0,1,florianopolis,SC,Low volume,Watch — below volume gate,0
0fe2d9733ed841eb064503920015a8c0,3,0.0,36.24,8.7,2,ourinhos,SP,Low volume,Watch — below volume gate,0
0ff83046c3fa22efee8ecf291888b191,10,0.0,25.45,12.6,8,caxias do sul,RS,Low volume,Watch — below volume gate,0
0ffa40d54288e4f3499b8780dd0f144f,33,0.1212,17.69,13.4,13,presidente prudente,SP,Medium,Review — rising late rate,73
10076e5788b8ee532724bcd460baf762,22,0.0455,16.6,10.2,7,batatais,SP,Low volume,Watch — below volume gate,0
10089e9f2fd0c668a8fd4e52e1698888,3,0.0,19.8,7.7,2,sao jose do rio preto,SP,Low volume,Watch — below volume gate,0
101a3a003516bc11253298b2fad3cb65,5,0.0,14.8,6.4,2,rio claro,SP,Low volume,Watch — below volume gate,0
1025f0e2d44d7041d6cf58b6550e0bfa,898,0.0802,37.9,12.4,27,sao paulo,SP,Low,Maintain — on-time seller,195
10264f60a8f0a4d2f30810f5c661c673,4,0.0,10.46,4.0,2,campinas,SP,Low volume,Watch — below volume gate,0
1099a00e0ee3a50935e6c2447ca090c5,3,0.3333,20.38,15.3,2,rio de janeiro,RJ,Low volume,Watch — below volume gate,0
10cdd491d1dbea8fb4ead97b19c334ce,3,0.0,26.29,7.0,2,santa rita do sapucai,MG,Low volume,Watch — below volume gate,0
10ff823eda2b032e2c93d17a7d294736,8,0.0,18.48,9.9,4,pederneiras,SP,Low volume,Watch — below volume gate,0
112453736dbe3889cfb74e1aaa0ba0c1,7,0.0,37.82,13.3,4,sao paulo,SP,Low volume,Watch — below volume gate,0
1127b7f2594683f2510f1c2c834a486b,109,0.0183,16.42,9.3,13,campinas,SP,Low,Maintain — on-time seller,544
11305281b50fff20ae8bb473f8e11876,35,0.1143,42.07,13.6,8,uba,MG,Medium,Review — rising late rate,91
113e3a788b935f48aad63e1c41dac1bd,39,0.0513,17.61,13.2,12,aparecida,SP,Low,Maintain — on-time seller,331
116ccb1a1604bc88e4d234a8c23f33de,60,0.0333,15.52,9.0,11,sao bernardo do campo,SP,Low,Maintain — on-time seller,444
11742f81550ac064cc9a40f67151d9ad,2,0.0,24.56,9.0,1,catanduva,SP,Low volume,Watch — below volume gate,0
117cfc326c6d50da67ca858ff5c0c852,5,0.0,16.3,5.8,3,sao joao de meriti,RJ,Low volume,Watch — below volume gate,0
11938fcc75f6902fea1d0a6f72b54a57,2,0.0,71.08,22.5,2,sao miguel d'oeste,SC,Low volume,Watch — below volume gate,0
119c7f1a00ef43fad0e57604e76a747c,2,0.0,8.51,6.0,1,sao paulo,SP,Low volume,Watch — below volume gate,0
119d1aef1b4144adba89163f6cd9f5d4,4,0.0,51.06,4.5,1,pedreira,SP,Low volume,Watch — below volume gate,0
11bfa66332777660bd0640ee84d47006,76,0.1447,22.14,16.5,17,ribeirao preto,SP,Medium,Review — rising late rate,43
11d4c477d09821164bca4f70a2eae031,3,0.0,19.27,7.0,1,ribeirao preto,SP,Low volume,Watch — below volume gate,0
11eac105f3f90a9b87b19c89d91e24f3,5,0.0,24.99,9.2,4,sao paulo,SP,Low volume,Watch — below volume gate,0
11fb6f6d341adbe19e81733701704635,3,0.0,133.22,5.3,3,sao paulo,SP,Low volume,Watch — below volume gate,0
120476eb7a04c149d14772edaf5d9bf2,4,0.0,37.71,7.8,4,angra dos reis,RJ,Low volume,Watch — below volume gate,0
1284de4ae8aa26997e748c851557cf0e,3,0.0,28.96,19.3,3,laranjeiras do sul,SP,Low volume,Watch — below volume gate,0
128639473a139ac0f3e5f5ade55873a5,524,0.042,18.65,14.3,22,maringa,PR,Low,Maintain — on-time seller,386
128f9bfbe4c7d5185033914b1de3d39a,13,0.0769,19.38,11.8,6,atibaia,SP,Low volume,Watch — below volume gate,0
12a8eb0f8d1cd3270695bf2a99f55966,2,0.0,19.84,20.5,2,sao paulo,SP,Low volume,Watch — below volume gate,0
12b9676b00f60f3b700e83af21824c0e,133,0.0075,26.51,15.0,21,montenegro,RS,Low,Maintain — on-time seller,578
12c2ed9cded6138cf0c75f525f565fc7,3,0.3333,12.59,15.3,2,praia grande,SP,Low volume,Watch — below volume gate,0
13074f016982ff2bd6c58ced8682f000,13,0.2308,59.67,14.9,6,bento goncalves,RS,Low volume,Watch — below volume gate,0
131fcb0a0c9a47bba4474aacff0f14b7,4,0.0,9.15,4.0,1,sao paulo,SP,Low volume,Watch — below volume gate,0
1336efc61c316ddf92c899eb817f7cae,68,0.0882,20.7,12.0,14,assis,SP,Low,Maintain — on-time seller,169
134285d1f41da5c13a756ee8142c8a4e,3,0.0,26.98,8.3,3,sao paulo,SP,Low volume,Watch — below volume gate,0
